rowid	affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
307	Institute of Philosophy and Sociology, Polish Academy of Sciences	https://api.ror.org/organizations?affiliation=Institute+of+Philosophy+and+Sociology,+Polish+Academy+of+Sciences	49	FALSE	1	PHRASE	Institute of Philosophy	https://ror.org/005gbx671	Russia
308	Institute of Political Science, University of Zurich	https://api.ror.org/organizations?affiliation=Institute+of+Political+Science,+University+of+Zurich	43	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
309	Institute of Political Science, University of Zurich, Zurich	https://api.ror.org/organizations?affiliation=Institute+of+Political+Science,+University+of+Zurich,+Zurich	46	TRUE	1	PHRASE	University of Zurich	https://ror.org/02crff812	Switzerland
310	Institute of Public Goods and Policies of the Spanish National Research Council (CSIC)	https://api.ror.org/organizations?affiliation=Institute+of+Public+Goods+and+Policies+of+the+Spanish+National+Research+Council+(CSIC)	43	FALSE	1	COMMON TERMS	National Academies of Sciences, Engineering, and Medicine	https://ror.org/02eq2w707	United States
311	Institute of Social Sciences of the University of Lisbon, Lisbon	https://api.ror.org/organizations?affiliation=Institute+of+Social+Sciences+of+the+University+of+Lisbon,+Lisbon	18	TRUE	1	COMMON TERMS	University of Lisbon	https://ror.org/01c27hj86	Portugal
312	Institutions and Political Economy Research Group - University of Barcelona, Barcelona	https://api.ror.org/organizations?affiliation=Institutions+and+Political+Economy+Research+Group+-+University+of+Barcelona,+Barcelona	45	TRUE	1	COMMON TERMS	University of Barcelona	https://ror.org/021018s57	Spain
313	Instituto de Ciências Sociais - Universidade de Lisboa, Portugal	https://api.ror.org/organizations?affiliation=Instituto+de+Ciencias+Sociais+-+Universidade+de+Lisboa,+Portugal	7	TRUE	1	COMMON TERMS	University of Lisbon	https://ror.org/01c27hj86	Portugal
314	Instituto de Ciências Sociais - Universidade de Lisboa, Portugal. Social Sciences Institute of the University of Lisbon, Portugal. University of Lisbon, Portugal	https://api.ror.org/organizations?affiliation=Instituto+de+Ciencias+Sociais+-+Universidade+de+Lisboa,+Portugal.+Social+Sciences+Institute+of+the+University+of+Lisbon,+Portugal.+University+of+Lisbon,+Portugal	22	TRUE	1	COMMON TERMS	University of Lisbon	https://ror.org/01c27hj86	Portugal
315	Instituto de Ciências Sociais (ICS) from University of Lisbon	https://api.ror.org/organizations?affiliation=Instituto+de+Ciencias+Sociais+(ICS)+from+University+of+Lisbon	29	TRUE	1	COMMON TERMS	University of Lisbon	https://ror.org/01c27hj86	Portugal
316	Instituto de Ciências Sociais da Universidade de Lisboa	https://api.ror.org/organizations?affiliation=Instituto+de+Ciencias+Sociais+da+Universidade+de+Lisboa	14	FALSE	0.81	COMMON TERMS	Instituto Universitário de Ciências Psicológicas, Sociais e da Vida	https://ror.org/019yg0716	Portugal
317	Instituto de Ciências Sociais, Universidade de Lisboa, Lisboa	https://api.ror.org/organizations?affiliation=Instituto+de+Ciencias+Sociais,+Universidade+de+Lisboa,+Lisboa	29	TRUE	1	PHRASE	University of Lisbon	https://ror.org/01c27hj86	Portugal
318	Instituto Tecnológico Autónomo de México	https://api.ror.org/organizations?affiliation=Instituto+Tecnologico+Autonomo+de+Mexico	14	TRUE	1	PHRASE	Instituto Tecnológico Autónomo de México	https://ror.org/029md1766	Mexico
319	Interdisciplinary Center Herzliya	https://api.ror.org/organizations?affiliation=Interdisciplinary+Center+Herzliya	16	TRUE	1	PHRASE	Interdisciplinary Center Herzliya	https://ror.org/01px5cv07	Israel
320	International Conflict Research Group, ETH Zurich	https://api.ror.org/organizations?affiliation=International+Conflict+Research+Group,+ETH+Zurich	28	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
321	International Conflict Research, ETH Zurich	https://api.ror.org/organizations?affiliation=International+Conflict+Research,+ETH+Zurich	31	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
322	International Institute for Applied Systems Analysis (IIASA), Laxenburg	https://api.ror.org/organizations?affiliation=International+Institute+for+Applied+Systems+Analysis+(IIASA),+Laxenburg	18	TRUE	1	COMMON TERMS	International Institute for Applied Systems Analysis	https://ror.org/02wfhk785	Austria
323	IPERG-University of Barcelona, Spain	https://api.ror.org/organizations?affiliation=IPERG-University+of+Barcelona,+Spain	8	TRUE	1	COMMON TERMS	University of Barcelona	https://ror.org/021018s57	Spain
324	IPP-CSIC, Spain	https://api.ror.org/organizations?affiliation=IPP-CSIC,+Spain	9	FALSE	1	ACRONYM	Spanish National Research Council	https://ror.org/02gfc7t72	Spain
325	Johann Wolfgang Goethe-Universität Frankfurt am Main, Germany. Goethe University Frankfurt, Germany	https://api.ror.org/organizations?affiliation=Johann+Wolfgang+Goethe-Universitat+Frankfurt+am+Main,+Germany.+Goethe+University+Frankfurt,+Germany	16	TRUE	1	PHRASE	Goethe University Frankfurt	https://ror.org/04cvxnb49	Germany
326	Johannes Gutenberg University Mainz	https://api.ror.org/organizations?affiliation=Johannes+Gutenberg+University+Mainz	17	TRUE	0.96	COMMON TERMS	Johannes Gutenberg University of Mainz	https://ror.org/023b0x485	Germany
327	Johannes Gutenberg University Mainz, Germany. Johannes Gutenberg-Universität Mainz, Germany	https://api.ror.org/organizations?affiliation=Johannes+Gutenberg+University+Mainz,+Germany.+Johannes+Gutenberg-Universitat+Mainz,+Germany	11	TRUE	0.96	COMMON TERMS	Johannes Gutenberg University of Mainz	https://ror.org/023b0x485	Germany
328	Johns Hopkins University	https://api.ror.org/organizations?affiliation=Johns+Hopkins+University	19	TRUE	1	PHRASE	Johns Hopkins University	https://ror.org/00za53h95	United States
329	Johns Hopkins University, Baltimore	https://api.ror.org/organizations?affiliation=Johns+Hopkins+University,+Baltimore	19	TRUE	1	PHRASE	Johns Hopkins University	https://ror.org/00za53h95	United States
330	Johns Hopkins University, USA	https://api.ror.org/organizations?affiliation=Johns+Hopkins+University,+USA	7	TRUE	1	PHRASE	Johns Hopkins University	https://ror.org/00za53h95	United States
331	Juan March Institute, Carlos III	https://api.ror.org/organizations?affiliation=Juan+March+Institute,+Carlos+III	27	TRUE	0.9	ACRONYM	Institute for Information Industry	https://ror.org/01d8kr740	Taiwan
332	Karlsruhe Institute of Technology	https://api.ror.org/organizations?affiliation=Karlsruhe+Institute+of+Technology	16	TRUE	1	PHRASE	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
333	Karlsruhe Institute of Technology, Germany	https://api.ror.org/organizations?affiliation=Karlsruhe+Institute+of+Technology,+Germany	3	TRUE	1	PHRASE	Karlsruhe Institute of Technology	https://ror.org/04t3en479	Germany
334	Karlstad University, Karlstad, Sweden	https://api.ror.org/organizations?affiliation=Karlstad+University,+Karlstad,+Sweden	10	TRUE	1	PHRASE	Karlstad University	https://ror.org/05s754026	Sweden
335	Karlstad University, Sweden	https://api.ror.org/organizations?affiliation=Karlstad+University,+Sweden	8	TRUE	1	PHRASE	Karlstad University	https://ror.org/05s754026	Sweden
336	Kaunas Institute of Technology, Lithuania	https://api.ror.org/organizations?affiliation=Kaunas+Institute+of+Technology,+Lithuania	2	FALSE	0.66	COMMON TERMS	Kaunas University of Technology	https://ror.org/01me6gb93	Lithuania
337	KCL	https://api.ror.org/organizations?affiliation=KCL	2	FALSE	0.9	ACRONYM	King's College London	https://ror.org/0220mzb33	United Kingdom
338	KCL, United Kingdom	https://api.ror.org/organizations?affiliation=KCL,+United+Kingdom	8	TRUE	1	ACRONYM	King's College London	https://ror.org/0220mzb33	United Kingdom
339	KCL, United Kingdom. Kings College London, United Kingdom	https://api.ror.org/organizations?affiliation=KCL,+United+Kingdom.+Kings+College+London,+United+Kingdom	12	TRUE	1	ACRONYM	King's College London	https://ror.org/0220mzb33	United Kingdom
340	Kiel Institute for the World Economy, Germany	https://api.ror.org/organizations?affiliation=Kiel+Institute+for+the+World+Economy,+Germany	3	TRUE	1	PHRASE	Kiel Institute for the World Economy	https://ror.org/032yym934	Germany
341	Kiel University, Germany	https://api.ror.org/organizations?affiliation=Kiel+University,+Germany	9	TRUE	1	PHRASE	Kiel University	https://ror.org/04v76ef78	Germany
342	King's College London	https://api.ror.org/organizations?affiliation=King's+College+London	4	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
343	King's College London && Copenhagen Business School	https://api.ror.org/organizations?affiliation=King's+College+London+&&+Copenhagen+Business+School	4	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
344	King's College London && London School of Economics and Political Science	https://api.ror.org/organizations?affiliation=King's+College+London+&&+London+School+of+Economics+and+Political+Science	4	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
345	King's College London, Department of Political Economy	https://api.ror.org/organizations?affiliation=King's+College+London,+Department+of+Political+Economy	5	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
346	King's College London, United Kingdom	https://api.ror.org/organizations?affiliation=King's+College+London,+United+Kingdom	10	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
347	KIng's College London, United Kingdom	https://api.ror.org/organizations?affiliation=KIng's+College+London,+United+Kingdom	10	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
348	King's College, London, United Kingdom	https://api.ror.org/organizations?affiliation=King's+College,+London,+United+Kingdom	16	TRUE	1	PHRASE	King's College London	https://ror.org/0220mzb33	United Kingdom
349	Kings College, United Kingdom. Kings College London, United Kingdom	https://api.ror.org/organizations?affiliation=Kings+College,+United+Kingdom.+Kings+College+London,+United+Kingdom	16	FALSE	0.71	FUZZY	King's College London	https://ror.org/0220mzb33	United Kingdom
350	Kobe University	https://api.ror.org/organizations?affiliation=Kobe+University	21	TRUE	1	PHRASE	Kobe University	https://ror.org/03tgsfw79	Japan
351	Kobe University, Japan	https://api.ror.org/organizations?affiliation=Kobe+University,+Japan	14	TRUE	1	PHRASE	Kobe University	https://ror.org/03tgsfw79	Japan
352	Kobe University, Kobe	https://api.ror.org/organizations?affiliation=Kobe+University,+Kobe	23	TRUE	1	PHRASE	Kobe University	https://ror.org/03tgsfw79	Japan
353	Koc University, ?stanbul	https://api.ror.org/organizations?affiliation=Koc+University,+?stanbul	19	TRUE	1	PHRASE	Koç University	https://ror.org/00jzwgz36	Turkey
354	Koç University, Istanbul	https://api.ror.org/organizations?affiliation=Koc+University,+Istanbul	28	TRUE	1	PHRASE	Koç University	https://ror.org/00jzwgz36	Turkey
355	Koç University, Turkey	https://api.ror.org/organizations?affiliation=Koc+University,+Turkey	3	TRUE	1	PHRASE	Koç University	https://ror.org/00jzwgz36	Turkey
356	Kochi University of Technology, Japan	https://api.ror.org/organizations?affiliation=Kochi+University+of+Technology,+Japan	4	TRUE	1	PHRASE	Kochi University of Technology	https://ror.org/00rghrr56	Japan
357	Korea Advanced Institute of Science and Technology, Korea, Republic of	https://api.ror.org/organizations?affiliation=Korea+Advanced+Institute+of+Science+and+Technology,+Korea,+Republic+of	21	TRUE	1	PHRASE	Korea Advanced Institute of Science and Technology	https://ror.org/05apxxy63	South Korea
358	Korea University, Korea, Republic of	https://api.ror.org/organizations?affiliation=Korea+University,+Korea,+Republic+of	23	TRUE	1	PHRASE	Korea University	https://ror.org/047dqcg40	South Korea
359	KU Leuven	https://api.ror.org/organizations?affiliation=KU+Leuven	1	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
360	KU Leuven, Belgium	https://api.ror.org/organizations?affiliation=KU+Leuven,+Belgium	11	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
361	KU Leuven, Belgium && Stanford University, USA	https://api.ror.org/organizations?affiliation=KU+Leuven,+Belgium+&&+Stanford+University,+USA	11	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
362	Kyung Hee, Seoul	https://api.ror.org/organizations?affiliation=Kyung+Hee,+Seoul	12	FALSE	0.63	COMMON TERMS	Kyung Hee University	https://ror.org/01zqcg218	South Korea
363	Leibniz Uni of Hannover, Germany	https://api.ror.org/organizations?affiliation=Leibniz+Uni+of+Hannover,+Germany	9	FALSE	0.8	COMMON TERMS	Leibniz University Hannover	https://ror.org/0304hq317	Germany
364	Leibniz Universität Hannover, Germany	https://api.ror.org/organizations?affiliation=Leibniz+Universitat+Hannover,+Germany	11	TRUE	1	PHRASE	Leibniz University Hannover	https://ror.org/0304hq317	Germany
365	Leibniz Universität Hannover, Germany. Leibinz University Hanover, Germany	https://api.ror.org/organizations?affiliation=Leibniz+Universitat+Hannover,+Germany.+Leibinz+University+Hanover,+Germany	15	TRUE	1	PHRASE	Leibniz University Hannover	https://ror.org/0304hq317	Germany
366	Leibniz University Hannover	https://api.ror.org/organizations?affiliation=Leibniz+University+Hannover	19	TRUE	1	PHRASE	Leibniz University Hannover	https://ror.org/0304hq317	Germany
367	Leibniz University Hannover, Germany	https://api.ror.org/organizations?affiliation=Leibniz+University+Hannover,+Germany	13	TRUE	1	PHRASE	Leibniz University Hannover	https://ror.org/0304hq317	Germany
368	Leibniz University of Hannover, Germany. Leibniz University Hannover, Germany	https://api.ror.org/organizations?affiliation=Leibniz+University+of+Hannover,+Germany.+Leibniz+University+Hannover,+Germany	14	TRUE	0.95	COMMON TERMS	Leibniz University Hannover	https://ror.org/0304hq317	Germany
369	Leiden University	https://api.ror.org/organizations?affiliation=Leiden+University	20	TRUE	1	PHRASE	Leiden University	https://ror.org/027bh9e22	Netherlands
370	Leiden University && Groningen University	https://api.ror.org/organizations?affiliation=Leiden+University+&&+Groningen+University	20	TRUE	1	PHRASE	Leiden University	https://ror.org/027bh9e22	Netherlands
371	Leiden University, Netherlands	https://api.ror.org/organizations?affiliation=Leiden+University,+Netherlands	10	TRUE	1	PHRASE	Leiden University	https://ror.org/027bh9e22	Netherlands
372	Leuphana Universität Lüneburg, Germany	https://api.ror.org/organizations?affiliation=Leuphana+Universitat+Luneburg,+Germany	8	TRUE	1	PHRASE	Leuphana University of Lüneburg	https://ror.org/02w2y2t16	Germany
373	Leuphana University in Lüneburg, Germany	https://api.ror.org/organizations?affiliation=Leuphana+University+in+Luneburg,+Germany	7	TRUE	0.9	COMMON TERMS	Leuphana University of Lüneburg	https://ror.org/02w2y2t16	Germany
374	Leuphana University Lüneburg, Germany	https://api.ror.org/organizations?affiliation=Leuphana+University+Luneburg,+Germany	6	TRUE	0.95	COMMON TERMS	Leuphana University of Lüneburg	https://ror.org/02w2y2t16	Germany
375	Leuven University, Leuven	https://api.ror.org/organizations?affiliation=Leuven+University,+Leuven	21	TRUE	0.92	COMMON TERMS	KU Leuven	https://ror.org/05f950310	Belgium
376	Lingnan University, Hong Kong	https://api.ror.org/organizations?affiliation=Lingnan+University,+Hong+Kong	12	TRUE	1	PHRASE	Lingnan University	https://ror.org/0563pg902	China
377	LMU Munich	https://api.ror.org/organizations?affiliation=LMU+Munich	7	FALSE	0.9	ACRONYM	London Metropolitan University	https://ror.org/00ae33288	United Kingdom
378	LMU Munich, Germany	https://api.ror.org/organizations?affiliation=LMU+Munich,+Germany	13	TRUE	1	ACRONYM	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany
379	LMU Munich, Munich	https://api.ror.org/organizations?affiliation=LMU+Munich,+Munich	23	FALSE	0.9	ACRONYM	London Metropolitan University	https://ror.org/00ae33288	United Kingdom
380	London School of Economics	https://api.ror.org/organizations?affiliation=London+School+of+Economics	6	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
381	London School of Economics and Political Science	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science	6	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
382	London School of Economics and Political Science - LSE	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science+-+LSE	7	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
383	London School of Economics and Political Science, London	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science,+London	9	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
384	London School of Economics and Political Science, London, UK	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science,+London,+UK	9	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
385	London School of Economics and Political Science, United Kingdom	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science,+United+Kingdom	13	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
386	London School of Economics and Political Science, United Kingdom. LSE, United Kingdom	https://api.ror.org/organizations?affiliation=London+School+of+Economics+and+Political+Science,+United+Kingdom.+LSE,+United+Kingdom	14	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
387	London School of Economics, London	https://api.ror.org/organizations?affiliation=London+School+of+Economics,+London	11	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
388	London School of Economics, United Kingdom	https://api.ror.org/organizations?affiliation=London+School+of+Economics,+United+Kingdom	12	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
389	Louisiana State University	https://api.ror.org/organizations?affiliation=Louisiana+State+University	10	TRUE	1	PHRASE	Louisiana State University	https://ror.org/05ect4e57	United States
390	Loyola Marymount University, USA	https://api.ror.org/organizations?affiliation=Loyola+Marymount+University,+USA	8	FALSE	1	HEURISTICS	Marymount University	https://ror.org/0008kv292	United States
391	Loyola University Maryland	https://api.ror.org/organizations?affiliation=Loyola+University+Maryland	7	TRUE	1	PHRASE	Loyola University Maryland	https://ror.org/01by1wp65	United States
392	LSE	https://api.ror.org/organizations?affiliation=LSE	4	FALSE	0.9	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
393	LSE - London School of Economics and Political Science	https://api.ror.org/organizations?affiliation=LSE+-+London+School+of+Economics+and+Political+Science	7	TRUE	1	COMMON TERMS	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
394	LSE, London	https://api.ror.org/organizations?affiliation=LSE,+London	2	FALSE	1	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
395	LSE, United Kingdom	https://api.ror.org/organizations?affiliation=LSE,+United+Kingdom	8	FALSE	1	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
396	Ludwig Maximilian University of Munich	https://api.ror.org/organizations?affiliation=Ludwig+Maximilian+University+of+Munich	18	FALSE	0.87	COMMON TERMS	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany
397	Ludwig Maximilians Universität, Germany	https://api.ror.org/organizations?affiliation=Ludwig+Maximilians+Universitat,+Germany	7	FALSE	0.88	PHRASE	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany
398	LUMS, Pakistan	https://api.ror.org/organizations?affiliation=LUMS,+Pakistan	8	TRUE	1	ACRONYM	Lahore University of Management Sciences	https://ror.org/05b5x4a35	Pakistan
399	Lund University	https://api.ror.org/organizations?affiliation=Lund+University	20	TRUE	1	PHRASE	Lund University	https://ror.org/012a77v79	Sweden
400	Lund University, Sweden	https://api.ror.org/organizations?affiliation=Lund+University,+Sweden	8	TRUE	1	PHRASE	Lund University	https://ror.org/012a77v79	Sweden
401	Mannheim Centre for European Social Research (MZES)	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES)	17	TRUE	1	COMMON TERMS	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
402	Mannheim Centre for European Social Research (MZES) - University of Mannheim, Germany. Mannheim Centre for European Social Research - University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES)+-+University+of+Mannheim,+Germany.+Mannheim+Centre+for+European+Social+Research+-+University+of+Mannheim,+Germany	9	FALSE	1	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
403	Mannheim Centre for European Social Research (MZES), Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES),+Germany	5	TRUE	1	COMMON TERMS	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
404	Mannheim Centre for European Social Research (MZES), University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES),+University+of+Mannheim,+Germany	10	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
405	Mannheim Centre for European Social Research University of Mannheim, Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+University+of+Mannheim,+Mannheim	18	TRUE	1	HEURISTICS	University of Mannheim	https://ror.org/031bsb921	Germany
406	Mannheim Centre for European Social Research, University of Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim	39	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
407	Mannheim Centre for European Social Research, University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim,+Germany	10	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
408	Mannheim Centre for European Social Research, University of Mannheim, Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim,+Mannheim	40	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
409	Mannheimer Centre for European Social Research, Universität Mannheim	https://api.ror.org/organizations?affiliation=Mannheimer+Centre+for+European+Social+Research,+Universitat+Mannheim	37	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
410	Mannheimer Zentrum für Europäische Sozialforschung, Universität Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheimer+Zentrum+fur+Europaische+Sozialforschung,+Universitat+Mannheim,+Germany	23	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
411	Marquette University, USA	https://api.ror.org/organizations?affiliation=Marquette+University,+USA	9	TRUE	1	PHRASE	Marquette University	https://ror.org/04gr4te78	United States
412	Massachusetts Institute of Technology	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology	2	TRUE	1	PHRASE	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
413	Massachusetts Institute of Technology (MIT)	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology+(MIT)	1	TRUE	1	COMMON TERMS	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
414	Massachusetts Institute of Technology, USA	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology,+USA	2	TRUE	1	PHRASE	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
415	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Religious+and+Ethnic+Diversity	39	TRUE	1	PHRASE	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://ror.org/0080y7t67	Germany
416	Max Planck Institute for the Study of Societies (MPIfG)	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Societies+(MPIfG)	17	TRUE	1	COMMON TERMS	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	Germany
417	Max Planck Institute for the Study of Societies, Germany	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Societies,+Germany	8	TRUE	1	PHRASE	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	Germany
418	McGill University	https://api.ror.org/organizations?affiliation=McGill+University	19	TRUE	1	PHRASE	McGill University	https://ror.org/01pxwe438	Canada
419	McGill University, Canada	https://api.ror.org/organizations?affiliation=McGill+University,+Canada	10	TRUE	1	PHRASE	McGill University	https://ror.org/01pxwe438	Canada
420	Meiji Gakuin University	https://api.ror.org/organizations?affiliation=Meiji+Gakuin+University	16	TRUE	1	PHRASE	Meiji Gakuin University	https://ror.org/01zwcys39	Japan
421	MeijiGakuin University, Japan	https://api.ror.org/organizations?affiliation=MeijiGakuin+University,+Japan	6	FALSE	0.72	COMMON TERMS	Kyoto International University	https://ror.org/04ah8rj19	Japan
422	Metropolitan University Prague	https://api.ror.org/organizations?affiliation=Metropolitan+University+Prague	19	FALSE	1	HEURISTICS	Metropolitan University	https://ror.org/00ewfne71	Serbia
423	Miami University, USA	https://api.ror.org/organizations?affiliation=Miami+University,+USA	13	FALSE	1	HEURISTICS	University of Miami	https://ror.org/02dgjyy92	United States
424	Michigan State University, USA	https://api.ror.org/organizations?affiliation=Michigan+State+University,+USA	4	TRUE	1	PHRASE	Michigan State University	https://ror.org/05hs6h993	United States
425	Middlebury College, USA	https://api.ror.org/organizations?affiliation=Middlebury+College,+USA	11	TRUE	1	PHRASE	Middlebury College	https://ror.org/0217hb928	United States
426	MIT Sloan, USA	https://api.ror.org/organizations?affiliation=MIT+Sloan,+USA	6	TRUE	1	ACRONYM	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
427	MIT, USA	https://api.ror.org/organizations?affiliation=MIT,+USA	1	TRUE	1	ACRONYM	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
428	MZES - University of Mannheim	https://api.ror.org/organizations?affiliation=MZES+-+University+of+Mannheim	20	TRUE	1	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
429	MZES Universität Mannheim	https://api.ror.org/organizations?affiliation=MZES+Universitat+Mannheim	19	TRUE	0.9	ACRONYM	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
430	MZES, Germany	https://api.ror.org/organizations?affiliation=MZES,+Germany	5	TRUE	1	ACRONYM	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
431	MZES, University Mannheim	https://api.ror.org/organizations?affiliation=MZES,+University+Mannheim	19	TRUE	0.93	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
432	MZES, University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=MZES,+University+of+Mannheim,+Germany	7	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
433	Nagoya University	https://api.ror.org/organizations?affiliation=Nagoya+University	25	TRUE	1	PHRASE	Nagoya University	https://ror.org/04chrp450	Japan
434	National Bank of Hungary, Hungary	https://api.ror.org/organizations?affiliation=National+Bank+of+Hungary,+Hungary	5	FALSE	0.81	COMMON TERMS	National Archives of Hungary	https://ror.org/02kajxp71	Hungary
435	National Distance Education University (UNED)	https://api.ror.org/organizations?affiliation=National+Distance+Education+University+(UNED)	19	FALSE	0.9	ACRONYM	National University of Distance Education	https://ror.org/02msb5n36	Spain
436	National Taiwan University, Taiwan	https://api.ror.org/organizations?affiliation=National+Taiwan+University,+Taiwan	17	TRUE	1	PHRASE	National Taiwan University	https://ror.org/05bqach95	Taiwan
437	National University of Political Science and Public Administration, Romania	https://api.ror.org/organizations?affiliation=National+University+of+Political+Science+and+Public+Administration,+Romania	5	FALSE	0.86	COMMON TERMS	National School of Political Science and Public Administration	https://ror.org/05750v978	Romania
438	New Jersey Institute of Technology	https://api.ror.org/organizations?affiliation=New+Jersey+Institute+of+Technology	3	TRUE	1	PHRASE	New Jersey Institute of Technology	https://ror.org/05e74xb87	United States
439	New York University	https://api.ror.org/organizations?affiliation=New+York+University	9	TRUE	1	PHRASE	New York University	https://ror.org/0190ak572	United States
440	New York University Abu Dhabi	https://api.ror.org/organizations?affiliation=New+York+University+Abu+Dhabi	2	FALSE	0.88	HEURISTICS	New York University	https://ror.org/0190ak572	United States
441	New York University Abu Dhabi, UAE	https://api.ror.org/organizations?affiliation=New+York+University+Abu+Dhabi,+UAE	2	FALSE	0.88	HEURISTICS	New York University	https://ror.org/0190ak572	United States
