session_id	session_title	session_track	session_type	pid	full_name	affiliation	role	abstract_id	abstract_title	abstract_ref	abstract_presenters	abstract_text
121	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 3	a04b32083bc90dc8a9d03e0e9cbc73ef	Sara Hobolt	London School of Economics and Political Science, London	p	0101	Playing to the Gallery: How Politicians Use Emotive Rhetoric in Parliament	43	Moritz Osnabruegge	When and why do politicians use emotive rhetoric in parliamentary speeches? Research has shown that emotions matter in political campaigns, but we know less about their effect on legislative behavior. In this paper, we argue that politicians use emotive rhetoric to primarily appeal to voters. We thus expect that politicians are more likely to use emotive rhetoric in parliamentary speeches, the larger the general audience. Our analysis covers nearly one million parliamentary speeches held in the British parliament, the House of Commons, in the period from 2001 until 2019. We use a dictionary-based method to measure emotive rhetoric, combining the Affective Norms for English Words dictionary with word embeddings techniques to create a domain-specific dictionary. Our analysis reveals that the level of emotive rhetoric has increased since 2015 with the start of the Brexit debate. Importantly, we also show that emotive rhetoric is more pronounced in high-profile legislative debates, such as Prime Minister’s Questions Time. These findings suggest that politicians use emotive rhetoric strategically to appeal to a wider audience.
121	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 3	6225b712967926f254bed07eba824988	Moritz Osnabruegge	London School of Economics and Political Science, London	p	0101	Playing to the Gallery: How Politicians Use Emotive Rhetoric in Parliament	43	Moritz Osnabruegge	When and why do politicians use emotive rhetoric in parliamentary speeches? Research has shown that emotions matter in political campaigns, but we know less about their effect on legislative behavior. In this paper, we argue that politicians use emotive rhetoric to primarily appeal to voters. We thus expect that politicians are more likely to use emotive rhetoric in parliamentary speeches, the larger the general audience. Our analysis covers nearly one million parliamentary speeches held in the British parliament, the House of Commons, in the period from 2001 until 2019. We use a dictionary-based method to measure emotive rhetoric, combining the Affective Norms for English Words dictionary with word embeddings techniques to create a domain-specific dictionary. Our analysis reveals that the level of emotive rhetoric has increased since 2015 with the start of the Brexit debate. Importantly, we also show that emotive rhetoric is more pronounced in high-profile legislative debates, such as Prime Minister’s Questions Time. These findings suggest that politicians use emotive rhetoric strategically to appeal to a wider audience.
121	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 3	7b4fde47430a5438500d97c28c54e810	Toni Rodon	Universitat Pompeu Fabra, Barcelona	p	0101	Playing to the Gallery: How Politicians Use Emotive Rhetoric in Parliament	43	Moritz Osnabruegge	When and why do politicians use emotive rhetoric in parliamentary speeches? Research has shown that emotions matter in political campaigns, but we know less about their effect on legislative behavior. In this paper, we argue that politicians use emotive rhetoric to primarily appeal to voters. We thus expect that politicians are more likely to use emotive rhetoric in parliamentary speeches, the larger the general audience. Our analysis covers nearly one million parliamentary speeches held in the British parliament, the House of Commons, in the period from 2001 until 2019. We use a dictionary-based method to measure emotive rhetoric, combining the Affective Norms for English Words dictionary with word embeddings techniques to create a domain-specific dictionary. Our analysis reveals that the level of emotive rhetoric has increased since 2015 with the start of the Brexit debate. Importantly, we also show that emotive rhetoric is more pronounced in high-profile legislative debates, such as Prime Minister’s Questions Time. These findings suggest that politicians use emotive rhetoric strategically to appeal to a wider audience.
121	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 3	2e35b4e491a4632614b0e1d29b7b4bdc	Catherine E. De Vries	Bocconi University, Milan	p	0108	Political Entrepreneurship and Party Organization	492	Catherine E. De Vries	This paper aims to understand how party organization differs across challenger and mainstream parties. In earlier work, we have developed a theory of political innovation in which we view party competition as a constant struggle between mainstream parties, who as dominant market players try to defend their position, and challenger parties, who as disruptive entrepreneurs try to challenge mainstream party dominance through political innovation. In this paper we zoom in on the differences in party organization among challenger and dominant parties to show how this affects their party strategies. By analysing data cross-national and cross-temporal expert and survey data from 14 West European democracies, we highlight the complex relationship between political entrepreneurship and party organization.
121	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 3	d3cd241676a0887d23bd12f7b725082c	Sara B. Hobolt	London School of Economics and Political Science, London	p	0108	Political Entrepreneurship and Party Organization	492	Catherine E. De Vries	This paper aims to understand how party organization differs across challenger and mainstream parties. In earlier work, we have developed a theory of political innovation in which we view party competition as a constant struggle between mainstream parties, who as dominant market players try to defend their position, and challenger parties, who as disruptive entrepreneurs try to challenge mainstream party dominance through political innovation. In this paper we zoom in on the differences in party organization among challenger and dominant parties to show how this affects their party strategies. By analysing data cross-national and cross-temporal expert and survey data from 14 West European democracies, we highlight the complex relationship between political entrepreneurship and party organization.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	1cc788d45d69cbc85fc29642268f0eb1	Mats Ahrenshop	Department of Politics and International Relations University of Oxford, Oxford	c	NA	NA	NA	NA	NA
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	74e1f837ce75afb9f56e3590ca7d0ff2	Michael Becher	Institute for Advanced Study in Toulouse, Toulouse	p	0088	Endogenous benchmarking limits political accountability during the Covid-19 pandemic	107	Michael Becher	This paper reports comparative experimental evidence on whether and how citizens hold democratic governments accountable for their performance during the Covid-19 pandemic. Drawing on divergent theoretical perspectives, our pre-registered survey experiment conducted in three countries is designed to, first, test whether exogenously varying cross-national benchmarking information affects respondents’ overall evaluation of how their country’s government has handled the virus. Second, it tests whether pre-treatment satisfaction with the government affect the choice the benchmark. The experiments were embedded in nationally representative internet surveys in France, Germany and the UK. We find that exogenously varying benchmarking information has consistent effects on evaluations, consistent with standard theories of accountability. However, when being able to choose their information, respondents strongly select a benchmark that is in line with their prior view of the government. This is in line with theories emphasizing behavioral constraints. Taken together, these results suggest that endogenous information acquisition limits political accountability during the pandemic. This effect is likely to be most relevant when political polarization is high.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	56164ed9888c44b9491f9cf070966322	Sylvain Brouard	Science Po, Paris	p	0088	Endogenous benchmarking limits political accountability during the Covid-19 pandemic	107	Michael Becher	This paper reports comparative experimental evidence on whether and how citizens hold democratic governments accountable for their performance during the Covid-19 pandemic. Drawing on divergent theoretical perspectives, our pre-registered survey experiment conducted in three countries is designed to, first, test whether exogenously varying cross-national benchmarking information affects respondents’ overall evaluation of how their country’s government has handled the virus. Second, it tests whether pre-treatment satisfaction with the government affect the choice the benchmark. The experiments were embedded in nationally representative internet surveys in France, Germany and the UK. We find that exogenously varying benchmarking information has consistent effects on evaluations, consistent with standard theories of accountability. However, when being able to choose their information, respondents strongly select a benchmark that is in line with their prior view of the government. This is in line with theories emphasizing behavioral constraints. Taken together, these results suggest that endogenous information acquisition limits political accountability during the pandemic. This effect is likely to be most relevant when political polarization is high.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	05d759fcb5967b7b27d95aa5ba674556	Daniel Stegmueller	Duke University, Durham	p	0088	Endogenous benchmarking limits political accountability during the Covid-19 pandemic	107	Michael Becher	This paper reports comparative experimental evidence on whether and how citizens hold democratic governments accountable for their performance during the Covid-19 pandemic. Drawing on divergent theoretical perspectives, our pre-registered survey experiment conducted in three countries is designed to, first, test whether exogenously varying cross-national benchmarking information affects respondents’ overall evaluation of how their country’s government has handled the virus. Second, it tests whether pre-treatment satisfaction with the government affect the choice the benchmark. The experiments were embedded in nationally representative internet surveys in France, Germany and the UK. We find that exogenously varying benchmarking information has consistent effects on evaluations, consistent with standard theories of accountability. However, when being able to choose their information, respondents strongly select a benchmark that is in line with their prior view of the government. This is in line with theories emphasizing behavioral constraints. Taken together, these results suggest that endogenous information acquisition limits political accountability during the pandemic. This effect is likely to be most relevant when political polarization is high.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	fc295f1b1f21a88956b2fe21db6c19fc	Guido Tiemann	Institute for Advanced Studies, Vienna	p	0096	The Deserving and the Undeserving: ``Heuristics'' or ``Automatism''?	459	Guido Tiemann	Recent contributions have cogently addressed the effect of public opinion on the construction and reform of social security systems. This contribution focuses on public sentiments concerning the conditionality of unemployment benefits. We exploit a vignette experiment that was embedded with Round 8 of the European Social Survey. Across the set of twenty-three different countries/ survey segments, respondents were randomly assigned different vignettes that characterize the age and family status of benefit claimants who turn down job offers due to lower payment or qualification levels or are unwilling to carry out unpaid community work in return for social transfers. Survey respondents are then inquired whether they support which level of sanctions or cuts to these benefit claimants. Our empirical findings demonstrate that deservingness cues provide strong and robust causal effects. The observational controls, which pick up material self-interest and ideological standings, are also closely linked with the outcome variable. Eventually, these effects are conditioned by the respective national contexts.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	7cb74881edf1c38e17c27d69b477c3a1	Brenda Van Coppenolle	University of Essex, Colchester	p	0103	Unbreakable legacies? Redistricting, Political Capital and the Personal Vote	213	Brenda Van Coppenolle	Political dynasties are a puzzling feature of democracies. Political capital, including the personal vote, can be shared in families and may explain why political dynasties endure. This paper provides the first causal evidence of an institutional reform that can remove these electoral advantages and break family legacies. We exploit Britain's Redistribution of Seats Act, mandating the abolition of constituencies below a population threshold. We find little evidence that redistricting affected incumbents' immediate electoral success. Yet those whose seats were abolished were less likely to have relatives entering the House of Commons afterwards. The differences are not driven by fewer immediate successions in the next election, but by having fewer new relatives running and elected over the short-run, i.e. up to 1918. Our paper highlights an understudied long-term consequence of redistricting: increased competition by shifting the distribution of power across generations.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	72edeec58031684ac387b68328b5036f	Carlos Velasco Rivera	IAST, Toulouse	p	0103	Unbreakable legacies? Redistricting, Political Capital and the Personal Vote	213	Brenda Van Coppenolle	Political dynasties are a puzzling feature of democracies. Political capital, including the personal vote, can be shared in families and may explain why political dynasties endure. This paper provides the first causal evidence of an institutional reform that can remove these electoral advantages and break family legacies. We exploit Britain's Redistribution of Seats Act, mandating the abolition of constituencies below a population threshold. We find little evidence that redistricting affected incumbents' immediate electoral success. Yet those whose seats were abolished were less likely to have relatives entering the House of Commons afterwards. The differences are not driven by fewer immediate successions in the next election, but by having fewer new relatives running and elected over the short-run, i.e. up to 1918. Our paper highlights an understudied long-term consequence of redistricting: increased competition by shifting the distribution of power across generations.
123	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 3	3e0965143f52d25e28e6d86f3202863d	Luca Bellodi	University College London, London	p	0109	The Structural Origins of Bureaucratic Reputation	583	Luca Bellodi	Bureaucratic reputation is now one of the major lenses through which understanding bureaucratic behaviour. However, while the political science literature paved a rich theoretical way for the study of reputation, we do not know what the origins of reputation are, nor we have an externally valid and comparable measure of reputation across agencies and over time. In this paper I address these two gaps in the literature. I propose a structural theory of reputation, for which agencies with a stronger design – that is, endowed with more independence and competences – are more likely to enjoy a good reputation across multiple audiences, regardless of ideological distances between politicians and the agency. Empirically, I leverage a quasi-experimental setting (diff-in-diff) by looking at the impact of structural agency reforms on bureaucratic reputation in the US. By using word embeddings techniques on congressional debates, I also introduce a novel approach to measuring bureaucratic reputation. The preliminary findings suggest that agencies endowed with stronger structures are more likely to build a good reputation, despite the ideological gap between them and Congress. This paper aims to contribute to the literature on bureaucratic politics both methodologically and substantively, bridging structural and reputation-based accounts of bureaucratic behaviour.
125	EU Politics	EU Politics	Panel Session 3	c98e32bd1af2173ee9cca65b507f1dee	Felipe Santos	City, University of London, London, UK	c	NA	NA	NA	NA	NA
125	EU Politics	EU Politics	Panel Session 3	8d93bdde19efb1ed051da50090a46561	Anastasia Ershova	Department of Government, London School of economics and Political Science, London	p	0089	Abstain or Oppose? Conflict Avoidance and Delegation Decisions in the Council of Ministers	500	Anastasia Ershova	Delegation patterns in the EU are thought to be defined by a variety of factors such as conflict between principals, peculiarity of legislation itself, and the location of principals’ preferences vis-à-vis each other. However, extant literature does not examine whether decision to delegate power to the agency may have effect on behaviour of the actors in the most powerful institution within the Union, namely Council of Ministers. This paper seeks to bridge this gap by examining to what extent likelihood of different types of dissent in the Council is affected by the amount of power the principals agree to transfer to the agency. I argue that increasing delegation motivates government representatives to signal their dissent. Specifically, I maintain that increasing delegation of power to the agency is likely to boost the likelihood of abstention votes and negative statements the members issue during formal voting stage. However, the power of the agency does not affect the chances of open opposition within the Council as it is more likely to foster underlying conflicts and emphasize non-cooperative behaviour of the actors. The peculiar patterns of behaviour suggests the importance of conflict acvoidance among the Ministers. The paper contributes to both literature on delegation choices in the EU as well as to the studies concerned with the bargaining and signalling games in the Council of Ministers.
125	EU Politics	EU Politics	Panel Session 3	95fa8aa4cbc453ba1f3ba868a9040244	Miriam Sorace	LSE, London	p	0097	Co-Decision and Responsiveness: the Case of EU Social Policy	216	Miriam Sorace	The European Union (EU) is often maligned as an undemocratic super-state. To tackle the accusations of a democratic deficit, the EU has continuously empowered its only directly elected institution: the European Parliament (EP). This empowerment culminated with the introduction of the codecision procedure, which has advanced symmetric bicameralism in the EU, making the EP a powerful co-legislator. This study asks whether codecision has also reduced the EU's democratic deficit. In particular, this study examines substantive democratic deficits, by measuring the responsiveness of EU policies to European public opinion. The article leverages text data of 75 directives and regulations in social and employment policy between 1990 and 2008 as well as post-stratification of European public opinion during the same time period. It uses a differences-in-differences approach and crowd-sourced ideological scaling of EU social and employment policies in order to causally identify the impact of the introduction of codecision on the nature of policy responsiveness in the EU.
125	EU Politics	EU Politics	Panel Session 3	ca4c9e8178034e681f84d9ab79a7744c	Philipp Lutz	University of Geneva, Geneva	p	0104	Why do states admit refugees? A comparative analysis of resettlement policies in the OECD countries	813	Lea Portmann	Across the Western world, countries have restricted their refugee admission laws and stepped up their border control policies to prevent refugees from reaching their territory. At the same time, the resettlement of refugees has become increasingly popular. More states have introduced resettlement schemes, and many have raised the number of resettled individuals. Why do states decide to voluntarily admit refugees while increasing their efforts to deter asylum seekers? We explore this puzzle by investigating the determinants behind countries' decisions to admit refugees by resettlement. We argue that resettlement has an important instrumental function for liberal democracies: Resettlement preserves the humanitarian commitment of states and thereby legitimizes an ever more restricted access to asylum. The argument is tested with a comparative analysis of resettlement choices by OECD countries between 1980 and 2018. The results confirm that the opening of resettlement channels is combined with the closure of borders to prevent irregular entries. This finding bears important implications for global asylum governance and responsibility-sharing.
125	EU Politics	EU Politics	Panel Session 3	ce3697f993a8620c5fbf032652f436ec	Lea Portmann	University of Lucerne, Lucerne	p	0104	Why do states admit refugees? A comparative analysis of resettlement policies in the OECD countries	813	Lea Portmann	Across the Western world, countries have restricted their refugee admission laws and stepped up their border control policies to prevent refugees from reaching their territory. At the same time, the resettlement of refugees has become increasingly popular. More states have introduced resettlement schemes, and many have raised the number of resettled individuals. Why do states decide to voluntarily admit refugees while increasing their efforts to deter asylum seekers? We explore this puzzle by investigating the determinants behind countries' decisions to admit refugees by resettlement. We argue that resettlement has an important instrumental function for liberal democracies: Resettlement preserves the humanitarian commitment of states and thereby legitimizes an ever more restricted access to asylum. The argument is tested with a comparative analysis of resettlement choices by OECD countries between 1980 and 2018. The results confirm that the opening of resettlement channels is combined with the closure of borders to prevent irregular entries. This finding bears important implications for global asylum governance and responsibility-sharing.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	e6023a0854a829223665450f452030b3	Katharina Pfaff	WU Wien, Vienna	c	NA	NA	NA	NA	NA
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	d3b908d33590f657e2391cdcb769f792	Christoph Dworschak	University of Essex, Wivenhoe	p	0090	Force structure and local peacekeeping effectiveness: Micro-level evidence from sub-Saharan Africa	253	Christoph Dworschak	In recent years, researchers have shifted their focus to studying the effects of peacekeeping in a geographically and temporally disaggregated manner. One of the factors that is yet to be fully examined is the variation among peacekeeping troops at the local level, and its impact on peacekeeping effectiveness. Specifically, peacekeeping troops greatly vary across two dimensions:\ unit types, e.g. infantry, engineering, aviation etc., and their country of origin. We argue that different unit types greatly increase peacekeepers' specialization in skills and equipment, improving peacekeeping effectiveness in reducing battle-related deaths. However, we also argue that this effect is strongly moderated by cultural diversity among troop contributing countries (TCCs), i.e. linguistic and religious distance, which exacerbates coordination problems among troops. We conduct semi-structured interviews with current and former UN peacekeepers to probe several theoretical mechanisms. We then test the propositions derived from our theoretical discussion using new subnational peacekeeping data, Geo-PKO (Cil et al. 2019). Using matching and a difference-in-difference design, our analyses on UN peacekeeping bases across Africa from 1994 to 2014 shows that force structure at the local level significantly impacts peacekeeping effectiveness.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	094f78cc69ce90d05334a8726e8389ba	Deniz Cil	University of Maryland, Washington DC	p	0090	Force structure and local peacekeeping effectiveness: Micro-level evidence from sub-Saharan Africa	253	Christoph Dworschak	In recent years, researchers have shifted their focus to studying the effects of peacekeeping in a geographically and temporally disaggregated manner. One of the factors that is yet to be fully examined is the variation among peacekeeping troops at the local level, and its impact on peacekeeping effectiveness. Specifically, peacekeeping troops greatly vary across two dimensions:\ unit types, e.g. infantry, engineering, aviation etc., and their country of origin. We argue that different unit types greatly increase peacekeepers' specialization in skills and equipment, improving peacekeeping effectiveness in reducing battle-related deaths. However, we also argue that this effect is strongly moderated by cultural diversity among troop contributing countries (TCCs), i.e. linguistic and religious distance, which exacerbates coordination problems among troops. We conduct semi-structured interviews with current and former UN peacekeepers to probe several theoretical mechanisms. We then test the propositions derived from our theoretical discussion using new subnational peacekeeping data, Geo-PKO (Cil et al. 2019). Using matching and a difference-in-difference design, our analyses on UN peacekeeping bases across Africa from 1994 to 2014 shows that force structure at the local level significantly impacts peacekeeping effectiveness.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	72b9ea282da6fade255e3394d412865f	Bradley Smith	Vanderbilt University, Nashville, TN	p	0098	Arms Transfers and the Dynamics of Intervention	217	Bradley Smith	Why do states provide their allies with material support in the form of arms transfers in some cases but not others? I argue that arms transfers solve a critical problem arising from shaky alliance commitments. If a protege is worried that it will be abandoned by an ally in the future, it may initiate a preventive strike in the present to entrap its ally in war to capitalize on the benefits of joint military action. Thus, unstable alliances result in war because they give rise to a dynamic commitment problem. Arms transfers act as a substitute for an ally's direct support. As a result, arms reduce a protege's reliance, and soften the blow of expected abandonment. Thus, they eliminate the incentive for entrapment and result in peace. To illustrate this, I develop a formal model in which a defender, protege, and challenger interact repeatedly over time. When the defender's future commitment to the protege is certain, arms transfers are not necessary. However, when the defender's commitment is likely to wane, arms transfers may occur in equilibrium, as they prevent the protege from initiating a war of entrapment. This explanation provides insight into patterns of arms transfers that are not well explained by existing theory.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	e6023a0854a829223665450f452030b3	Katharina Pfaff	WU Wien, Vienna	p	0105	Backlash of bias? Bilateral linkages and rebel attacks on peacekeepers	204	Katharina Pfaff	Peacekeeping missions put the life of peacekeepers at risk. Rebel group attacks on peacekeepers are relatively frequent, and over the past 30 years, 3,096 men and women involved in various United Nations-led missions have been killed. This article examines whether a perceived lack of impartiality of peacekeepers vis-à-vis the host government affects deliberate attacks against UN personnel of a particular country. Assuming that rebels attack peacekeepers as an intermediate strategic goal to undermine incumbent regimes, I argue that rebels are more likely to attack peacekeepers from countries with an alleged pro-government-bias. Rebels resort to this strategy as close economic and military linkages between the country contributing peacekeepers and the rebels’ home country increase strength of the government and thus decrease the rebels’ balance of power against the incumbent regime. In targeting representatives of the main supporters, i.e. peacekeepers of the supportive foreign government, rebel groups intend to weaken their home government. I test these hypotheses using a country-year sample on attacks against peacekeepers in sub-Saharan peacekeeping missions between 1991 and 2009. Zero-inflated negative binomial regression estimates provide preliminary empirical support for the role of economic linkages which is robust when controlling for mission-speciﬁc characteristics.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	f71ecc5fa06c2b849fae5581fb6c4ce1	Hannah Smidt	University of Zurich, Zurich	p	0110	Keeping electoral peace? The activities of peacekeeping operations and its effects on election violence	121	Hannah Smidt	How can United Nations peacekeeping operations (PKOs) mitigate election violence in war-torn countries? Elections can support the transition from war to peaceful politics; but they also give rise to new uncertainties and may trigger violence. While an increasing number of PKOs is mandated to assist elections, there is no systematic study on how PKOs impact election violence. I argue that we need to distinguish between PKOs with and without election-related activities to understand the impact of their deployment on election violence. Only if PKOs actively assist with organizing and securing elections, can they address the election-specific incentives for violence. Using novel data on PKOs' election-related activities and accounting for endogeneity in both PKO deployment and activities, the analyses of 445 elections in conflict-affected countries (1990-2012) confirm this expectation. PKOs only reduce the risk of election violence if they adopt election-specific policies. This finding holds for different control variable strategies, and when accounting for election assistance by other international organizations. The results imply that the design of peacekeeping is crucial to manage political transitions from war.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	3d1037385937c3ef94d3afb0b52a2adc	Andreas Beger	Predictive Heuristics., Tallinn	p	0112	Explaining and predicting interstate war deaths	971	Marius Radean	Why are some wars deadlier than others? Arguments from bargaining models of war and empirical analyses of war duration suggest two mechanisms to explain how many fatalities states will be willing to suffer in a war: (1) states will fight to the extent necessary to resolve the underlying causes of war, or (2) states will fight until a purely military resolution to a conflict is reached. Empirical analysis provides limited evidence in support of these explanations. However, model predictions show that these theoretically-informed models match real-world observations fairly well. In-sample predictions capture observed war dead in up to 70% cases, and out-of-sample retrospective forecasts for two wars provide reasonable estimates.
135	International Relations and Conflict	International Relations and Conflict	Panel Session 3	c123e0fc7cef77d99233de0664b02f0f	Marius Radean	University of Essex, Colchester	p	0112	Explaining and predicting interstate war deaths	971	Marius Radean	Why are some wars deadlier than others? Arguments from bargaining models of war and empirical analyses of war duration suggest two mechanisms to explain how many fatalities states will be willing to suffer in a war: (1) states will fight to the extent necessary to resolve the underlying causes of war, or (2) states will fight until a purely military resolution to a conflict is reached. Empirical analysis provides limited evidence in support of these explanations. However, model predictions show that these theoretically-informed models match real-world observations fairly well. In-sample predictions capture observed war dead in up to 70% cases, and out-of-sample retrospective forecasts for two wars provide reasonable estimates.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	20d96cec664213796a9cf5152e5d76fb	Vicky Fouka	Stanford University, Stanford, USA	c	NA	NA	NA	NA	NA
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	d7f72d25be03bbe50bd1a73852f68409	Raluca L. Pahontu	Nuffield College, University of Oxford, Oxford	p	0078	Insuring Against Hunger? Long-Term Political Consequences of Exposure to the Dutch Famine	182	Raluca L. Pahontu	Malnutrition is one of the greatest global challenges affecting more than 900 million individuals in developing and developed countries across the world. While previous studies have established that malnutrition has serious and lasting negative consequences on individuals' health, education, and labor market outcomes, very little is known about its effects on individuals' political views later in life. This study represents an initial effort to investigate the long-term political consequences of in-utero exposure to malnutrition on demands for social insurance. To this end, we leverage the Dutch Hunger Winter of 1944/1945 as a natural experiment given its severity, suddenness, and clear temporal and spatial boundaries. We link rich administrative data to present-day public opinion data from the Netherlands. Using a difference-in-differences framework and causal mediation analysis, we examine whether in-utero exposure to famines increases individual demand for social insurance later in life.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	c27763bb44c95a6a121dc8be7901b305	Gerda Hooijer	Princeton University, Princeton	p	0078	Insuring Against Hunger? Long-Term Political Consequences of Exposure to the Dutch Famine	182	Raluca L. Pahontu	Malnutrition is one of the greatest global challenges affecting more than 900 million individuals in developing and developed countries across the world. While previous studies have established that malnutrition has serious and lasting negative consequences on individuals' health, education, and labor market outcomes, very little is known about its effects on individuals' political views later in life. This study represents an initial effort to investigate the long-term political consequences of in-utero exposure to malnutrition on demands for social insurance. To this end, we leverage the Dutch Hunger Winter of 1944/1945 as a natural experiment given its severity, suddenness, and clear temporal and spatial boundaries. We link rich administrative data to present-day public opinion data from the Netherlands. Using a difference-in-differences framework and causal mediation analysis, we examine whether in-utero exposure to famines increases individual demand for social insurance later in life.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	e57f789287aa1e7dabf738b8ebc7c509	David Rueda	Nuffield College, University of Oxford, Oxford	p	0078	Insuring Against Hunger? Long-Term Political Consequences of Exposure to the Dutch Famine	182	Raluca L. Pahontu	Malnutrition is one of the greatest global challenges affecting more than 900 million individuals in developing and developed countries across the world. While previous studies have established that malnutrition has serious and lasting negative consequences on individuals' health, education, and labor market outcomes, very little is known about its effects on individuals' political views later in life. This study represents an initial effort to investigate the long-term political consequences of in-utero exposure to malnutrition on demands for social insurance. To this end, we leverage the Dutch Hunger Winter of 1944/1945 as a natural experiment given its severity, suddenness, and clear temporal and spatial boundaries. We link rich administrative data to present-day public opinion data from the Netherlands. Using a difference-in-differences framework and causal mediation analysis, we examine whether in-utero exposure to famines increases individual demand for social insurance later in life.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	6f163778a1c5a21361ba664592ef5531	Steven Wilkinson	Yale University, New Haven	p	0079	Marching on the Bastille: Political Crises and Change in the Aftermath of War	285	Steven Wilkinson	Jha and Wilkinson paper The French Revolution was pivotal for political development in much of the worldbut its causes continue to be a subject of debate. In the paper, we assess the roleplayed by military exposure in generating revolutionary contagion, documenting thedisproportionate role played by French soldiers returning from service in the AmericanRevolution in the early phases of their own. Drawing on extensive and new archival data, we showthat, consistent with historical accounts, regiments were not selected for American ser-vice based upon soldiers' heights, regimental prestige, age or other factors. However,offcers and regiments that had served in the American Revolution were more likely tosupport its French counterpart in its early, constitutional phases, both inside and out-side the Estates-General. Bailliages with more American veterans among their recruitswere 6-7 percent more likely to experience peasant rebellions in 1789-90, and more likelyto submit Third Estate Cahiers des Doleances that were ""strongly democratic"", andsupport equality of rights, freedom of the press and loyalty to both nation and theireconomic group. These bailliages were also more likely to develop political clubs fromthe 1790s, and Jacobin clubs between 1790-92. In contrast, military recruitment perse did not have these effects. We interpret these results as consistent with the role ofmilitary veterans transmitting skills and ideas that are conducive for revolutionary political change.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	1fc5181caeee67fa5996ada83fab4825	saumitra Jha	Yale University, New Haven	p	0079	Marching on the Bastille: Political Crises and Change in the Aftermath of War	285	Steven Wilkinson	Jha and Wilkinson paper The French Revolution was pivotal for political development in much of the worldbut its causes continue to be a subject of debate. In the paper, we assess the roleplayed by military exposure in generating revolutionary contagion, documenting thedisproportionate role played by French soldiers returning from service in the AmericanRevolution in the early phases of their own. Drawing on extensive and new archival data, we showthat, consistent with historical accounts, regiments were not selected for American ser-vice based upon soldiers' heights, regimental prestige, age or other factors. However,offcers and regiments that had served in the American Revolution were more likely tosupport its French counterpart in its early, constitutional phases, both inside and out-side the Estates-General. Bailliages with more American veterans among their recruitswere 6-7 percent more likely to experience peasant rebellions in 1789-90, and more likelyto submit Third Estate Cahiers des Doleances that were ""strongly democratic"", andsupport equality of rights, freedom of the press and loyalty to both nation and theireconomic group. These bailliages were also more likely to develop political clubs fromthe 1790s, and Jacobin clubs between 1790-92. In contrast, military recruitment perse did not have these effects. We interpret these results as consistent with the role ofmilitary veterans transmitting skills and ideas that are conducive for revolutionary political change.
17	Historical Drivers of Inequality, Institutions and Voting	NA	Meeting	cb5fddca249b9e64413e5ff67cdc3f61	Carles Boix	Princeton University, Princeton	p	0080	The Jewish Question: The Struggle for Emancipation and the Formation of Modern National Identities	194	Carles Boix	The “canonical” literature on national identity (Gellner, Anderson, etc.) has stressed the imaginary, often strategic (and even functionalist) nature of modern national identity. After pointing to its theoretical and empirical shortcomings, I suggest that nationhood, as understood today, was linked to an emancipatory project – the construction of a “liberal” order – that was universally attractive. In those states where a “liberal” or “bourgeois” revolution succeeded, the old world of monarchical courtiers, corporate interests, and social estates disappeared, replaced by an abstract society of politically equal individuals (as defined in Cochin, Furet), and political borders became congruent with national identity. By contrast, in those states where the liberal revolution failed (or happened late in time), the preservation of spatially-defined barriers (inequalities) led to a break between the (old) center and one or more national peripheries or communities. I test the hypothesis by looking at the evolution of the political identity of Jews across American and European countries over the 19th century, complemented with a regression discontinuity design that exploits the differential political treatment of Polish and Russian Jews under Tsarism.
