year	i	full_name	first_name	family_name	affiliation	gender
2020	34b76052ac66702b24998ed4194aeb74	Narisong Huhe	NA	NA	University of Strathclyde, Glasgow	NA
2020	0a8930d18d16da86685d7bf66c09c7e6	Maxime Walder	NA	NA	University of Zurich, Urdorf	NA
2020	b56699f5125df387d92bf853fa607686	Laron K Williams	NA	NA	University of Missouri, Columbia, USA	NA
2020	dce134101abd729020562a87e7adeb42	Marina Lobo	NA	NA	Institute of Social Sciences of the University of Lisbon, Lisbon	NA
2020	cdd01ee6dacad88bf752c08150ff11e3	Roberto Pannico	NA	NA	Institute of Social Sciences of the University of Lisbon, Lisbon	NA
2020	3c0f617bc9c7f1cf66e04682d99178c4	Mark Pickup	NA	NA	Simon Fraser University, Burnaby	NA
2020	25d61ee49b5d1d639d267cdff4f59345	Eric Groenendyk	NA	NA	University of Memphis, Tennessee	NA
2020	ccfa78c8d1ce85797cbe855473ea18cc	Erik Kimbrough	NA	NA	Chapman University, Orange	NA
2020	6c0c88e1cc738530c320de51b4c91f73	Piero Stanig	NA	NA	Department of Social and Political Sciences, Bocconi University, Milan	NA
2020	afb8895b7dfee8ed5ff69b09da9308b2	Roman Hoffmann	NA	NA	Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna	NA
2020	22b2bb3ce75e67dec94199009f4a626b	Raya Muttarak	NA	NA	Vienna Institute of Demography/Austrian Academy of Sciences, Wittgenstein Centre for Demography and Global Human Capital, Vienna && School of International Development, University of East Anglia, Norwich	NA
2020	c33ae7a1f301c011ab2ffddb95b37d50	Jonas Piesker	NA	NA	International Institute for Applied Systems Analysis (IIASA), Laxenburg	NA
2020	de1ace57238a4d24d492fd4b890e5df9	Stephen Fisher	NA	NA	University of Oxford, Oxford	NA
2020	8dd5268ab43dd9edc63b09930cb1d45e	Anselm Hager	NA	NA	Humboldt-Universität, Germany	NA
2020	67b44a9b804df9d32e4a09ef11bbd402	Felix Dwinger	NA	NA	University of Gothenburg, Gothenburg	NA
2020	75e0dede4983cfd265e3b2913ff2c734	Catarina Leão	NA	NA	University of Oxford, Oxford	NA
2020	05d0a8d9f813e046358f87ee463aa45f	Ksenia Northmore-Ball	NA	NA	Queen Mary University of London, London	NA
2020	d2668327fef8c8997db5fbf540703a21	Marco Radojevic	NA	NA	Institute of Political Science, University of Zurich, Zurich	NA
2020	d2fed32385b843eafae6c04f26e89a16	Agustina Paglayan	NA	NA	UCSD Department of Political Science, San Diego && UCSD School of Global Policy and Strategy, San Diego	NA
2020	451d5d5b256f8f9b9bbaf4e35a6266c8	Francisco Garfias	NA	NA	UCSD School of Global Policy and Strategy, San Diego	NA
2020	0e95357b178827818fbdc3d03489e857	Debra Leiter	NA	NA	University of Missouri-Kansas City, Kansas City, USA	NA
2020	b9082b86e8d8424d2c8624ca2526bb2d	Alona Dolinsky	NA	NA	Johns Hopkins University, Baltimore	NA
2020	865a340cb72b7b004f49fac7eb81bde3	Jan Schwalbach	NA	NA	University of Cologne, Cologne	NA
2020	d44e533d931cdc560901a8b7b00037fa	Daniel Saldivia Gonzatti	NA	NA	University of Cologne, Cologne	NA
2020	c12f8b33cbbe115eb8a5f9e486c588cd	Nolan McCarty	NA	NA	Princeton, Princeton	NA
2020	d5ed2b9e2924efc9c5856a1f1cc3b893	Alberto de Leon Concepcion	NA	NA	University of Strathclyde, Glasgow	NA
2020	3a208c3ca1aa5a73be0a5b8eda10206a	Thomas König	NA	NA	University of Mannheim, Mannheim	NA
2020	0d0ebb1d6e7349b38c17bc7d50e14e77	Xiao Lu	NA	NA	University of Mannheim, Mannheim	NA
2020	63b3f5927e6653652e116166b0de2b0d	Zeynep Somer-Topcu	NA	NA	University of Texas at Austin, Austin, USA	NA
2020	4a3963a6c04c4815d29e65c9250a826d	Jinhee Jo	NA	NA	Kyung Hee, Seoul	NA
2020	945d31921e63b320c4bb3f4d11876f14	Lawrence Rothenberg	NA	NA	University of Rochester, Rochester	NA
2020	6635bfeb70deed36594d68976f2c482d	Michael Dorsch	NA	NA	Central European University, Budapest	NA
2020	3717aaddc7178fa5e58082421b00287b	Cristina Corduneanu-Huci	NA	NA	Central European University, Budapest	NA
2020	54de0ac06c0f15938cd70d87549beeb7	Paul Maarek	NA	NA	Universite Pantheon Assas (Paris 2), Paris	NA
2020	0eb9a8659cdedf82baa9a6561b4751b8	Maria Zuffova	NA	NA	University of Strathclyde, Glasgow	NA
2020	868871bad2a53342560a7ee1ac42c281	Gemma Dipoppa	NA	NA	University of Pennsylvania, Philadelphia	NA
2020	659ef8f11227a0fae0345471b9c28af4	Tim Haughton	NA	NA	University of Birmingham, UK	NA
2020	fb7fe2cf95bda1ec1083cbf464e47732	Jonathan Slapin	NA	NA	University of Zürich, Zürich	NA
2020	976e46f695f12287262abc762f294c20	Michele Fenzl	NA	NA	University of Zürich, Zürich	NA
2020	ee7eafccbd30a8e9f939ab141b111348	Philipp Schroeder	NA	NA	Umeå University, Umeå	NA
2020	26b4bfdcf5817c3d66e79d5578efe46c	Steffen Hurka	NA	NA	LMU Munich, Munich	NA
2020	5be0f0081a8abec3ecf12ca35e6dac9f	Maximilian Haag	NA	NA	LMU Munich, Munich	NA
2020	497263ed90801ff20584762929024959	Verena Kunz	NA	NA	University of Mannheim, Mannheim	NA
2020	6261567a9970ca70fd13cd63ddd9cc2e	Kelly Kadera	NA	NA	University of Iowa, Iowa City, USA	NA
2020	641a28a154446456e6b1712b85664e86	Michal Parizek	NA	NA	Charles University, Institute of Political Studies, Prague	NA
2020	60c6b4b97c89363619f4fa8e5667201a	Matthew D. Stephen	NA	NA	WZB Berlin Social Science Center, Berlin	NA
2020	8693cdb17aed13ad621959af8c76528e	Resat Bayer	NA	NA	Koc University, ?stanbul	NA
2020	4700dcd170d3ed6cac9a73f41c7b4f37	Omer Faruk Orsun	NA	NA	Division of Social Science, A5-1168A, New York University Saadiyat Island, 129188, Abu Dhabi	NA
2020	b2242b8dab7a752ae2e562199b7aa0eb	Alina Greiner	NA	NA	University of Konstanz, Konstanz	NA
2020	a88057c76d3afea850d0da449808cdec	Meredith Winn	NA	NA	University of North Texas, Denton	NA
2020	b6c647ceb2e279ca185712e405f75071	Amie Kreppel	NA	NA	University of Florida, Gainesville	NA
2020	35f478f6ef95b8444ad4cd97b9c48939	Michael Webb	NA	NA	University of Florida, Gainesville	NA
2020	0c87c82e7759bdd32b6c8a57b4ce1906	Andreas Goldberg	NA	NA	University of Amsterdam, Amsterdam	NA
2020	a6cd7a13eda2fc814943d5b6ec36af06	David Hilpert	NA	NA	University of Mannheim, Mannheim	NA
2020	363242e711c697dec48b38105452c17a	Fabio Franchino	NA	NA	Università degli Studi di Milano, Milan	NA
2020	2b94f7510e9c8e71c96db86e803cd199	Christopher Wratil	NA	NA	University College London, London	NA
2020	d7b96816606450808ad6c9afecce4f38	Mark A. Kayser	NA	NA	Hertie School, Berlin's University of Governance, Berlin	NA
2020	4c9ce0a71ede0a175aff0aace4997db9	Lisanne de Blok	NA	NA	Vrije Universiteit Amsterdam, Amsterdam	NA
2020	45dfbc1490234721e8fffd5dcff5dbac	Sven Hegewald	NA	NA	University of Zurich, Zurich	NA
2020	7c0e944d70704a168e964c1532f0d681	Catherine De Vries	NA	NA	Bocconi University, Milano	NA
