year	abstract_id	abstract_ref	abstract_title	abstract_text	abstract_topic
2021	0499	194	Office-Holding Premia and Representative Democracy	I show that in a representative democracy, the predominance of high-income citizens in the legislature may imply that no legislator supports the redistribution policy low-income citizens prefer. Provided redistribution is a salient policy issue, the predominance of high-income citizens cannot arise if low-income citizens still support more redistribution once in office—they have to join high-income citizens in opposing it. I formalize the underlying logic using office-holding premia. High-income citizens can only predominate the legislature if high premia induce low-income citizens to oppose more redistribution once in office. The office-holding premium the predominance of high-income citizens requires increases with income inequality.	Elections, Public Opinion, and Voting Behaviour
2021	0483	510	Does Proportional Representation Increase Redistribution? Evidence from Early 20th Century Norwegian Municipalities	Countries that use proportional representation (PR) tend to have higher levels of redistribution. At the same time, countries do not choose their electoral systems at random, which means that PR countries are likely to have different background conditions than non-PR countries. We therefore ask if the strong empirical relationship between the use of PR and higher redistribution is due to these background factors or to PR electoral rules. We take advantage of an electoral reform to early 20th century Norwegian local elections to gain traction on this question. We find that municipalities that were mandated to use PR increased tax rates and resources spent on the poor but also redistributed less in the first place. We further show that the reform did not increase left-wing party seat shares but did increase political mobilization. This evidence is consistent with moderate parties increasing redistribution in order to preempt left-wing party gains.	Comparative Politics
2021	0484	600	When repression signals bad policy	Even in authoritarian states, dissent is not always repressed and repression occasionally seems to backfire and is followed by an increase in dissent. I propose a simple explanation: When a population is uncertain whether it is facing a government whose interest in conducting a certain policy is aligned or misaligned with its own, repression may signal misaligned interest as the government then has more to lose from policy change, thus having more to gain from repression. The population then expects to gain more from dissent. In a game between a government and a population, I show that also a government whose interest is misaligned with the population’s may not always repress, simply because the signalling effect of not repressing decreases the expected gain of dissent for the population. This holds even when repression quells dissent completely. When repression cannot hinder dissent, but instead increases the cost of dissent to the population and reduces its ability to induce policy change, at intermediate levels of costs vs. gains for the government, signalling misalignment means that only NE in which repression is always followed by dissent are PBNE. The game highlights the importance of factors such as institutions that influence the cost of repression. An extension shows that a government who is uncertain about the population’s valuation of policy change is willing to pay for bulk surveillance.	Political Economy, Public Policy and Administration
2021	0500	58	The duration of political imprisonment: Evidence from China	The Chinese regime is notorious for the large-scale detention of dissidents and ethnic minorities, however, little is known about the fates of Chinese political prisoners. This study investigates determinants of the duration of political imprisonment and the likelihood of surviving imprisonment in China. Since the length of prison sentences is a function of preceding actions, I categorize Chinese political prisoners according to the crimes they were accused of. Political prisoners are further distinguished on the basis of their religious and ethnic identities, their occupations, and legal processes. I argue that political prisoners that were accused of founding dissident groups and those from ethnic minorities experience the harshest punishment. Drawing on the Chinese Political Prisoners Database, I study the duration of political imprisonment with survival models accounting for cross-national variation between provinces (N=2,128). I investigate the likelihood of dying in prison with logistic regression models controlling for prisoners' ages. Preliminary findings suggest that ethnic Uyghurs are significantly longer imprisoned and more likely to die in prison. The results hold in subgroup analyses of political prisoners that were accused of the same crimes. The findings suggest that ethnic Uyghurs are not only imprisoned in larger numbers but also systematically discriminated within prison walls.	International Relations and Conflict
2021	0469	324	Does Banning Extremism Work? Evidence from Employment Bans in Germany	How can states counter growing political extremism? We look at the effect of states persecuting radical individuals by studying the case of the radical decree in Germany. Implemented in 1972, this policy allowed individuals with connections to extremist groups to be banned from working in the public sector. We argue that this policy might have backfired, increasing extremist behavior and reducing voting for the incumbent. Drawing upon a newly collected dataset of individuals targeted by the bans, we run difference-in-differences models to estimate the effect of such bans on the political behavior of German citizens. We also look at the long term effects of the bans by looking at its effects on the subsequent estbalishment of the Green party -- who were the only party campaigning against the ban. In future iterations of the paper, we intend to enrich our findings by contacting and interviewing individuals targeted by the bans. Our findings have implications for the repertoire of policies that states can implement to deter extremist behavior and safeguard democracy.	Elections, Public Opinion, and Voting Behaviour
2021	0512	619	Violations across borders: The impacts of American racial discrimination on support for minority rights around the world	What is the impact of high-profile violations of liberal and democratic norms on support for human rights around the world? The literature on the spread of human rights norms focusses on why some norms are more likely to be accepted than others, but pays little attention to how prominent international violations of those norms might affect their acceptance. This study uses three survey experiments, in China, India, and the United Kingdom, to explore how ethnic and religious discrimination in the United States affects public preferences towards minority rights in other countries. Do American violations encourage people to follow the United States’ example and disavow those norms? This study finds that American human rights violations are widely reported in both open and authoritarian countries' media. However, the impacts of those violations varies widely. For respondents in India, where ethnic tensions are a common feature of the news cycle, exposure to news of American violations did substantially decrease their concern for minority rights at home. However, survey respondents in China and the United Kingdom, with relatively little mainstream day-to-day coverage of ethnic tensions in their country, became, surprisingly, significantly more concerned about minority rights at home when exposed to news of American violations of minority rights. The study demonstrates that when ‘critical states’ like the United States respect or violate well-established human rights norms at home, these actions may have unintended and heterogeneous impacts on human rights across the globe.	International Relations and Conflict
2021	0485	52	Praise from Peers Promotes Empathetic Behavior	Empathy can be a powerful and positive tool for shaping and changing policy preferences, encouraging cooperative or inclusionary behavior, and warming attitudes towards others. Yet, recent work has shown that engaging in empathy is costly. We investigate what those costs are --- whether they are emotional or cognitive --- and propose and test an intervention designed to lower the barriers to empathy. In our first study, we verify the cognitive costs of empathy and further harness an incentive-compatible reservation wage design to estimate a monetary price to the cost. We then propose peer praise as an effective and light-touch approach to overcoming such costs and promoting empathetic behavior, developing a second study with an intervention that generates naturalistic peer praise. In a third study, we employ a randomized experiment with natural peer praise (elicited in Study 2) and demonstrate that some of the costs of empathy can be overcome by receiving praise for empathetic behavior from peers. Finally, we propose and test potential emotional mechanisms that might be at play in making peer praise an effective empathy promoter and offer preliminary empirical evidence of such.	Political Communications
2021	0501	423	Which interests? An experimental study of gender differences in political interest	One of the most regular findings drawn from public opinion survey data is that women are less interested in politics than men. Recent studies have started to challenge this common view, by showing that there are significant differences in the political topics women and men are interested in. Allegedly, the classic indicator of political interest (‘In general, how interested are you in politics?’) does not capture equally well women and men’s political interests. As a consequence, part of the gender gap repeatedly identified over time and across countries might be – at least partially – an artifact of the measurement instruments used in surveys. Departing from these late findings, in this article we put the classic indicator of political interest to the test. Using a mixed-methods approach, we unravel latent stimuli implicit in the measurement of political interest. Firstly, we conducted an online cognitive interview to uncover women and men’s potential differences in the understanding and interpretation of the classic survey indicator. Secondly, based on these initial findings, we conducted a series of survey experiments whereby we offered different sets of stimuli to the respondents that connect to different notions of the political. These studies do not only allow for a rigorous test of the gender differences in political interest, but do also open the ground for potential recommendations on the measurement of political interest.	Elections, Public Opinion, and Voting Behaviour
2021	0518	239	The issue basis of citizens’ left-right orientations: Differences across cohorts in Europe	What do citizens make of ‘left’ and ‘right’ when new conflictual issues emerge, rendering the issue space increasingly complex? Previous research shows that the issue basis of citizens’ left-right identification can shift over time in response to the politicization of new issues (de Vries et al. 2013, Knutsen 1995, Rekker 2016). In the Netherlands, the relevance of attitudes towards immigration for left-right self-placement has increased over time (de Vries et al. 2013) and for younger cohorts (Rekker 2016), whereas the relevance of attitudes towards redistribution has weakened over time. I extend this line of research to a comparative setting, studying how associations between citizens’ issue positions and their left-right self-identification vary across generational cohorts in contemporary Europe. I argue that the issue basis of citizens’ left-right positions varies with the salience and politicization of issues during their periods of political socialization. Attitudes on new contested issues, especially immigration but also protection of the environment, should, thus, be more closely associated with left-right positions within younger generations. The empirical analysis draws on cumulative data from the European Social Survey (ESS, round 1-8, 2002-2016) from 30 European countries. I find that, overall, caring for the environment and especially immigration attitudes are stronger predictors of left-right positions among (post-)millennials than among older cohorts. In contrast, attitudes towards redistribution are somewhat less relevant within younger cohorts. Yet, the exact shape of these generational differences varies across countries, apparently in line with the (evolving) structure of domestic party competition.	Elections, Public Opinion, and Voting Behaviour
2021	0470	320	Political Culture(s) Under Threat? How Language Influences Public Attitudes toward Multilevel Governance	Does the way we talk affect what we think about how the state should provide public policies? Language carries with it a history and tradition of a certain territorial scale and communty, not stopping at borders and thought to matter for political culture, too. Yet the notion of political culture is as elusive as it seems important to explain public attitudes. Knowing the extent and import of deep-seated, widely shared attitudes appears all the more urgent for multicultural societies with territorially delimited communities, where cultural differences may fuel inter-governmental conflicts. This paper presents the results of an original survey run in October 2020 in Switzerland, Belgium, Canada and France to better understand inter- and intra-state differences in political attitudes towards multilevel governance. We also included a conjoint experiment to trace cultural preferences for particular forms of multilevel governance, notably with regards to de/centralisation and the involvement of health experts vs. ordinary citizens in dealing with the Covid-19 pandemic.	Comparative Politics
2021	0513	276	Voters, elites and punishment of moral transgressions	Are there differences between voters and elected elites in thier view on how severely moral transgressions should be punished? To answer this quesion we admistered four survey experiments to a representative sample of elected elites (n= 1232) and to a representative sample of voters (n=2354). The expeirments vary whether a moral transgression was guided by narrow self-interested or by negligence as well as the gender of moral agent. We hypothesize that personality measured by the big five inventory (60 items battery) is an important moderator of how severly trangressions should be punished. Individuals scoring high on concientiousness are expected to be wiling to punish moral transgressions harder irrespective of the underlying motivation for the transgression. Individuals scoring high on openness are expected to punish transgression motivated by narrow self-intertest harder than transgressions due to negligence. We also expect elected elites to punish moral transgression less hard than the general public. Finally, we expect that women are punished more severely than men by elites as well as by the genreal public. Surprisingly, we do not find support for the hypotheses related to personality. Interestingly, we find that there are not significant differences between how hard elites and the public punish moral transgression. Elites as well as the general public find that moral transgression motivated by self-interest should be punished much harder than transgression due to negligence. Consequently our paper adds to the litterarue on representation by suggesting that difference between elected elites and the general public are mininal.	Elections, Public Opinion, and Voting Behaviour
2021	0026	535	The Territorial Variance of Contamination Effects in Mixed-Member Electoral Systems	The two electoral arenas that co-habit mixed electoral systems interact, producing contamination effects. These raise the number of parties in the nominal arena above what Duverger’s Law suggests. However, the is a surprising assumption that contamination effects are an exclusively national phenomenon. This study highlights the intersection of two important literatures: contamination effects in mixed-member systems and party system nationalization. It assumes that if national parties compete symmetrically in one district, but districts are heterogenous, then it is likely that they compete asymmetrically in other districts. In this sense, it assumes that the strength of contamination effects may vary in countries with heterogenous districts. Specifically, in countries with ethnicically dissimilar districts. It relies on a large-N (cross-country) analysis that shows how contamination effects are higher in countries with low levels of party system nationalization, and that contamination effects are lower in countries with higher levels of party system nationalization.	Comparative Politics
2021	0047	461	Who gets to speak for the party? How parliamentary party groups assign spokespersonships	Parliamentary debate is key to both representation and policymaking in democracies. However, in many parliamentary systems, access to the floor is controlled and restricted and MPs become spokesperson of a specific policy portfolio. They speak only on that issue and are primarily responsible for formulating and articulating their party’s position on that issue in parliament. This study examines what criteria political party groups use to decide which MPs serve as designated spokesperson on an issue. The key concept in our paper is specialization: the assignment of spokespersonships is the outcome of a process of careful consideration for the party because they distribute and delegate decision-making and policymaking power on day-to-day business in parliament. We build on the literature on committee assignments, which points to informational, distributional and partisan rationales behind legislator’s specialization. The informational rationale suggests that MPs become spokesperson on the issues that they have specialist knowledge of. The distributional rationale predicts MPs to be spokesperson on those issues for which they have ties to relevant groups outside parliament, such as voters and interest groups. Finally, according to the partisan rationale, parties will assign issue portfolios that the party leadership prioritizes to the more prominent MPs in the parliamentary party group. We analyse a database of the parliamentary and pre-parliamentary careers of all Danish MPs (2011 – 2020), while observing who holds each spokespersonship in each party. Our analysis sheds important light on how parliamentary party groups function, in particular how they divide labour within their ranks.	Legislative Studies and Party Politics
2021	0013	111	Ideological Positions and Committee Chair Appointments	Committee chairs hold crucial positions in the legislative process. With their prerogatives ex officio they can push or quell legislative initiatives and are pivotal in the government's agenda. While previous studies have examined which party receive which committee chair, less is known about committee chair appointment within parties. We examine who ruling parties (principal) appoint to committee chairs (agent) in order to minimize the risk of policy moving away from government positions. Using data on Japanese Members of Parliament from 2003 to 2017 we test theoretical expectations derived from the principal-agent framework. Japan makes an ideal case to study intra-party chair appointment due to its coalitions' office allocation patterns. We find that parties appoint MPs who are ideologically closer to the cabinet's position to chair positions on committees with jurisdiction on high and foreign policy. However, we find no effect of ideological distance on chair appointments on particularistic committees. Our findings are robust across cabinets, parties and variation in committee classifications. These findings contribute to our understanding of political appointments and legislative processes.	Legislative Studies and Party Politics
2021	0039	459	Electoral system and party moderation in Northern Ireland	This study seeks to empirically measure the moderating impact of PR-STV in ethnically divided societies by comparing levels of moderation in the manifestoes of Northern Irish parties at Northern Ireland Assembly elections, which take place under PR-STV, and U.K. House of Commons elections, which operate using First Past the Post. Northern Ireland presents a unique electoral situation, where ethnic parties regularly contest elections under two different systems: one which is designed to foster moderation, and one which is not. Whereas most studies on the impact of electoral engineering in divided societies compare elections before and after significant constitutional changes, the present study mitigates the confounding impact of social and attitudinal changes that occur over time on party moderation levels by limiting the time-lag between PR-STV and FPTP elections. Because these two electoral systems continue to operate alongside one another in an ethnically divided society, the study compares elections under different electoral systems but in largely similar political contexts, thereby isolating as much as possible the electoral system as the independent variable. In doing so, this study will contribute to our understanding of the effectiveness of electoral engineering in divided societies, and specifically the use of PR-STV to foster moderation.	Elections, Public Opinion, and Voting Behaviour
2021	0005	552	Facilitating negotiations on complex, controversial and salient topics: How mediators shape the content of peace agreements	Recent quantitative research has begun to model peace agreement content. However, very few studies examine how mediators shape individual agreement content and peace accord comprehensiveness. The most recent contributions use latent variable models to scale agreements statistically according to their comprehensiveness. Although this research considers mediation as a predictor of comprehensiveness, it comes to the surprising conclusions that mediators seem to reduce the comprehensiveness of agreements. However, it offers no substantive theoretical explanation for this result. We address this gap and develop a theoretical argument, which argues that mediators do far more than “ripen” the conflict and shape agreement comprehensiveness. Additionally, mediators structure negotiations, set the agenda, and prioritize some topics while strategically postponing others. Whether and when an issue is part of the negotiation depends on the ripeness of the negotiation situation and the characteristics of the specific issue. We hypothesize that mediators facilitate compromise on the most difficult and controversial topics and increase the likelihood that these topics are included in the agreement. Hence, mediators shape individual content and not just conflict parties’ ripeness for a comprehensive agreement. We draw on data of the UCDP Peace Agreement Dataset and the PA-X Database to model and test our theory.	International Relations and Conflict
2021	0018	119	Manpower Acquisition Institutions and the Battlefield	After decades of being on the decline, conscription is making something of a comeback. Since 2012 more than 20 countries have introduced conscription policies. While debates surrounding the implementation of similar policies have taken place in many more. Although considerable scholarly attention has been paid to the causes and consequences of conscription, important questions remain unanswered. We disaggregate military manpower aqusition systems into three types--selective, unversal, and all volunterer. We contend that the type of manpower system will determine how the costs of war are distributed throughout society. Further, the way the costs are distributed will have an effect the way the war is fought and whether or not a state is victorious. To test our theory, we employ a mixed methods approach. We use orginal data to find the effect of different manpower aquisition schemes on battlefield deaths, intensity, war duration, and war outcomes. On average, states employing selective conscription fight shorter and more intense wars and are more likely to be victorious relative to states using other systems. We gain additional insight into this phenomenon through an in-depth case study of the United State's expericence during the Vietnam War using both secondary and archival sources and synthetic control for counter factual analysis.	International Relations and Conflict
2021	0043	100	From subsidizers to co-belligerents: Why foreign sponsors intervene militarily in civil war	In many civil wars, from Vietnam and Afghanistan during the Cold War to Ukraine and Libya today, foreign state sponsors sometimes provide more intrusive and invasive support over the course of the conflict. Surprisingly, this increased level of assistance often happens when the supported side is in disagreement with or under heavy criticism from the sponsor. What explains more invasive foreign intervention in civil conflict? This paper proposes a theory that ascribes foreign support to a strategy of control by the sponsor over the recipient of support and the conflict itself. When foreign sponsors are dissatisfied about the recipient’s performance or are concerned about the latter's preferences, they can address the issue by increasing their level of commitment rather than withdrawing. High costs of withdrawal, high levels of threat, and the absence of alternative recipients increase the likelihood of this outcome. This paper also studies the recipient's preferences for more or less intrusive assistance, and explores how local actors can influence their stronger patrons. I plan to use quantitative analysis of the UCDP External Support Dataset as well as a case study of the Italian intervention in the Spanish Civil War (1936-39) to probe the theory.	International Relations and Conflict
2021	0031	468	Distance and Military Power: When and How it Matters	The relation between space and conflict is a long-established research agenda. The specific question of the effect of geographic distance on military power recently received much less attention. The relationship was studied but remains undertheorized, with much effort aimed at the question of whether its significance is decreasing with technological advancements. With the return of great power competition and renewed risk of major interstate armed conflicts, it is important to reexamine the degree to which distance presents a barrier to military power and under what condition distance matters. The paper examines the different causal mechanism linking geographic distance with a decrease in military power and conditions under which they gain or lose significance. This is done through a comprehensive review of existing research, incorporating findings of military logistics scholarship and detailed exploration of an extreme case of Falklands war. The paper argues, that while distance is always affecting military operations, it significantly constrains the military power of a state only in specific conditions. Prime of those is time pressure, the scale of the war testing limits of nations material capabilities and ability of the defending state to contest far away areas. These findings help to reconcile diverging findings of the previous research on importance of distance, as it demonstrates why distance was not a major obstacle for many recent wars but also cautions about the importance of distance in a potential major power war.	International Relations and Conflict
2021	0027	501	Why are immigrants less likely to engage in politics? -The impact of genes, shared environment and individual experience	Immigrants often report lower rates of political participation compared to native majority members (Bird et al. 2011). In this paper, we synthesize arguments from the literatures on the intergenerational transmission of political participation and behavioral genetics to develop a more encompassing and thorough model explaining this gap in participation. Research using candidate gene studies (5HTT and MAOA) identified a plausible biological pathway by which genetic endowment increases the likelihood of individuals being more or less likely to engage in prosocial behavior such as political participation (Fowler and Dawes 2008; Edlin et al. 2007). At the same time, genetic studies demonstrate that environmental stress moderates gene expression leading to a higher prevalence of antisocial behavior. Immigrants tend to have more frequently stressful experience (Hovey 2000; e.g., due to experience of discrimination, language inadequacy, lack of social and financial resources), which may activate genes linked to antisocial behavior (including lower political participation rates). Hence, we expect that part of the political participation gap will be explained by systematic differences in the stressfulness of environment. Additionally, we argue that biological similarity within families contaminates prior research on intergenerational transmission patterns resulting in an overestimation of the extent to which transmission actually occurs (Jankowski 2007). We use multilevel models for extended family data to account for biological similarity to investigate patterns of intergenerational transmission. Our modeling strategy will focus on the question testing whether the extent to which the family environment is strained or stressful moderates direct transmission effects of parental political participation.	Elections, Public Opinion, and Voting Behaviour
2021	0014	342	Political Context and the Formation of Party Identification in the United States	Party identification (PID) is a central concept for the explanation and prediction not only of electoral choices but also of issue attitudes and political perception. The traditional conception of PID attributes its formation mostly to citizens' primary socialisation by family and primary social groups. While it has often been debated in the literature whether PID really is an 'unmoved mover' or subject to feedback effects from the political performance of party candidates or their issue positions, this discussion has usually focussed on the national level. We complement this perspective in two ways: first, by looking at feedback effects that originate at the level of individual US states, second, by looking at the socialisation effects of the partisanship of presidents and state governments. Using multilevel ordinal logit modelling applied to cumulated American Election Study data from 1958 to 1992, we show that even after controlling for parental PID and other predictors, the party not only of the US president but also of the governor of the state experienced during adolescence and early adulthood affects the formation of PID. Our results confirm the importance of social identity theory for a complete understanding of citizens' partisanship.	Elections, Public Opinion, and Voting Behaviour
2021	0040	618	The psychological roots of negative partisanship. Evidence from Germany.	Analysing the impact of personality traits on voting behaviour, especially for right-wing parties, has a long tradition. Most studies found indirect effects of Big-Five personality traits on vote choice mediated for example by political attitudes, such as partisanship, affective attitudes towards the parties or ideological preferences (e.g. Aidt & Rauh, 2018; Schoen & Schumann, 2007). These studies focussed only on the positive side of the explanation of vote choice such as positive partisanship and leader evaluations. However, more and more studies (e.g. Medeiros and Noel, 2015; Mayer, 2017; Abramowitz & Webster, 2018; Ridge, 2020) showed the importance of negative reasons for voting, namely negative party identification or negative affect towards another party or its leader, for voting behavior - often people are not voting for a party because they prefer it, but because they don't like the other(s) or like the other(s) even less. So far, no one has analysed the psychological bases of such 'negative voting' or individual affective polarization in a multiparty system. Based on the German GESIS Panel I explore the relationship between the Big-Five personality traits as well as the Narcissistic Admiration and Rivalry Concept with different aspects of negative voting.	Elections, Public Opinion, and Voting Behaviour
2021	0439	628	The effects of pregnancy, childbirth, and early parenthood on the gender gap in political knowledge. A large scale longitudinal survey	There is ample evidence that women know less about politics than men. Recent work has shown that parenthood affects political knowledge so that the gender gap is greater between parents than non-parents. However, little is known about when and how parenthood affects the way individuals acquire political information. We use an original five-wave longitudinal data collection of Swedish parents (N = 6,940) following expecting parents from early pregnancy until the child is two months (the Swedish Pregnancy Panel). Pregnant woman and their partners were recruited in a waiting area of a hospital that receives 96 percent of all pregnant women in the second largest city of Sweden, providing unique coverage of parents from different backgrounds. Participants were asked about political events, and we changed our measures every third week during 18 months and covered events relevant to the population. We provide a unique insight into how parental identity, time constraints, and pregnancy and childbirth-related complications affect women’s and men’s political knowledge. Preliminary results show that knowledge about political events decreases during this time of life, and we see a greater drop for fathers, closing the gender gap somewhat temporarily. For certain topics, most significantly for welfare topics, both mothers and fathers learn more. Furthermore, the hypothesized mechanisms are confirmed where a higher level of parental identity results in a larger gap. Time constraints is also partially confirmed, but mostly for women. We engage in a discussion about a lifelong process of socialization with adult experiences.	Elections, Public Opinion, and Voting Behaviour
2021	0407	184	Political gender gaps across countries and generations: the impact of socioeconomic position over the life course	Modernization theory states that changes to women’s socioeconomic position explains why women in younger cohorts are generally more supportive of the left – the political gender gap. Cross-national differences in the gender gap have been ascribed to differences in labour-force participation, marriage, and divorce rates; but individual-level studies struggle to explain political gender gaps using factors such as labour-force participation, education level, and marital status, especially for younger cohorts. This study attempts to explain this contradiction in the literature on political gender gaps by using longitudinal panel data from different European countries to directly measure the gendered relationship between certain life-course events and political attitudes/behaviours. First, we expect that individual changes in respondents’ socioeconomic position (including work and education) and civil status over the life course impact respondents’ economic attitudes and political preferences more strongly for women than for men. Second, we expect that these effects differ between countries and across generations, depending on the country’s and generations’ female labour-force participation, marriage and divorce rates, and gendered division of care work. These hypotheses are tested using household panel data from Germany (G-SOEP, 1984-2019), Switzerland (SHP, 1999-2019) and the UK (BHPS/UKHLS, 1991-2019), for different generations. The insights of the study contribute to the understanding of the formation of contemporary gender gaps across European countries, the relevance of modernization theory to explain this phenomenon, and how changes in socioeconomic and civil status over the life course impact individuals’ political preferences differently for men and women across different generations.	Elections, Public Opinion, and Voting Behaviour
2021	0390	425	Age Isn't Just a Number: A Comparative Age-Period-Cohort Analysis of Political Beliefs	Age as a determinant of political beliefs can be conceived as capturing one of two broad processes: ageing effects, wherein ageing or changes over the life-cycle produce differences between age groups and cohort effects, wherein generations are ‘socialised’ and retain distinctive features over time. Thus far, comparative analysis of the effects of age and cohort have only been performed for beliefs on European integration. Analysis of left-right and libertarian-authoritarian beliefs have been restricted to national analyses primarily in the UK. This paper therefore fills the gap created by this apparent lack by performing an exploratory comparative age-period-cohort analysis for left-right and libertarian-authoritarian beliefs in Western Europe. It finds that age-related processes matter considerably more for authoritarian-libertarian beliefs. These results imply that as these beliefs become more salient, so too will age differences in political preferences – and therefore perhaps political behaviour.	Elections, Public Opinion, and Voting Behaviour
2021	0423	381	Does University Make you Less Prejudiced? Evidence from a Longitudinal Cohort Study	An individual’s level of education is increasingly significant in explaining their political attitudes and behaviour, but why education should have this effect is not well understood. Competing explanations include selection effects (confounding by pre-adult characteristics such as family background) and allocation effects (confounding by post-treatment covariates such as socio-economic position). This new analysis of 1970 British Cohort Study data uses genetic matching and sequential g-estimation to estimate the absolute controlled direct effect (ACDE) of higher education on racial prejudice, social authoritarianism and economic Left-Right values, adjusting for these selection and allocation effects. It finds that attending university leads to significant reductions in racial prejudice and social authoritarianism, while the effects on economic values are attributed to economic allocation. It further extends knowledge by examining the mechanism through which the change happens: whether this is attributable to cognitive change or educational socialisation, by modelling variation in educational experience through inverse probability weighting techniques. Given the impossibility of operating a randomised field experiment to assign individuals to different educational pathways, the methods employed in this study likely produce the best, most unbiased, estimate of the effect of university on racial prejudice and political values.	Elections, Public Opinion, and Voting Behaviour
2021	0503	547	A Path to Moderate the Extremes? The Impact of Moderate Voters on Euroskeptic Party Policy Positions	As euroskeptic parties have expanded their vote share in national elections, how do they react to a new set of voters representing more varied policy preferences? Do they attempt to moderate on certain policies to keep these voters, or simply continue to play to their traditional base and maintain a more extreme position that may ultimately lead these newly won voters towards a different party in the next election? In this paper, I argue that these new voters represent new groups that could demand moderation by the parties on policies in subsequent electoral cycles. I posit that the parties will engage in a balancing act where they assess on which policies they can moderate towards the average party system position to maintain the support of these new voters without driving away voters from their traditional base as they may view such moderation as a betrayal of the party's identity. This study examines positions on a variety of policies provided by party manifestos in both Western and Eastern European countries from the early 2000s to the present against the voters expressed party preferences and vote in the previous national election using the European Social Survey in addition to national elections surveys such as the German Longitudinal Election Study. The study intends to demonstrate how new voters outside the euroskeptic party's traditional base can function as an unintended moderating component and lead the party to moderate on policies if it hopes to continually attract these voters in subsequent national elections.	Comparative Politics
2021	0472	363	A blessing and a curse? Examining public preferences for differentiated integration	The EU is a system of differentiated integration (DI). Policy areas have reached different levels of integration (vertical DI), and integrated policies have not been uniformly applied across the EU’s member states (horizontal DI). While we have witnessed an increase in DI as well as scholarly work describing and explaining it, we currently know very little about what the public thinks. In this paper, we aim to map public preferences for DI, and to examine differences between Euroskeptic and pro-EU citizens. To do this, we rely on public opinion data from the Eurobarometer from 2004 to 2018, novel survey data from 2020 and a conjoint experiment from January 2021. Our key finding is that support for DI has increased in recent years, and public preferences on the issue have become more crystallized (less don't know answers). That said, important individual-level differences exist. While Euroskeptic segments of the population support DI, more pro-EU segments prefer deeper and more uniform integration. This suggests that while DI may be a blessing to signal more responsiveness to Euroskeptics, it may simultaneously prove a curse and alienate more pro-EU parts of the population.	EU Politics
2021	0487	576	Normalization of Euroscepticism or normal politicization of European integration: French elites' ambivalence towards the EU in the media	Since the difficult ratification of the Maastricht treaty in 1992 and, even more so, the failure of the Constitutional treaty in 2005, European issues have become more salient in national politics. Simultaneously, popular support for European integration has decreased, while Eurosceptic parties have gained votes. Criticism of the EU has become legitimate and commonplace over the last two decades, spreading even among leaders and parties who declare themselves Europhile. Alongside discourses from anti-EU parties that reject explicitly the European project, pro-EU actors criticize the path the EU is taking more openly. We argue that this 'Euro-alternativism' (FitzGibbon 2013) creates an “ambivalent discursive environment”, that sends mixed signals in the public space. This paper studies the evolution of criticism towards the EU among the elites as reported in the media. Using France as a case study, its aim is to present a proof of concept for an index of 'Euro-Ambivalence', defined as a ratio between different discourse regarding the EU, from strict opposition to full promotion through criticism and alternativism. I use media reports as the main source because we know that most political issues are beyond the range of personal experience. People know mostly about politics indirectly through the media, rather than direct communication from the parties. Therefore, what the media filter matters. This study follows a constructionist approach that focuses on “critical discourse moments” (Gamson 1992) since the last European elections before Maastricht (1989) until December 2020 when the Brexit is acted.	EU Politics
2021	0456	289	When opposites attract: Causes and consequences of different types of Euroscepticism among voters.	The paper analyses the nature, causes and consequences of different types of Euroscepticism among voters. Literature on party positions on European issues has shown that the relationship between left-right ideology and support for the EU has an inverse U-shape, with parties on both extremes of the ideological axis expressing a lower level of support than parties closer to the center. Radical left parties have always been critical about the free-market slant of EU policies, while radical right parties have underscored the threats posed by the integration process to national cultures and sovereignty. However, the Euroscepticism of these two groups of parties is different in nature. Leftist parties are not in principle against the idea of supranational integration and institutions, since they fit with leftist preferences for international cooperation and regulation. Conversely, the nationalistic and traditionalist worldview of right-wing parties is incompatible with the transfer of powers to supranational institutions and its corresponding loss of national sovereignty. The paper uses panel survey data collected in Spain during 2019 to investigate whether, when, and with which consequences these differences exist among voters with different ideologies. The paper aims to assess: (i) whether different types of Euroscepticism exist among voters; (ii) whether and when voters’ Euroscepticism is aligned with the Euroscepticism of their parties; (iii) how (different types of) Euroscepticism affect(s) the likelihood of voting for different radical parties. The results will provide a finer-grained picture of citizens’ preferences and will shed light on the dynamics of the party-voter linkage on EU issues.	Elections, Public Opinion, and Voting Behaviour
